yr,holiday,workingday,temp,hum,windspeed,cnt,spring,summer,winter,cloudy,rainy,mnth_sin,mnth_cos,weekday_sin,weekday_cos
0,0,1,33.415,69.125,14.875407000000001,3784,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
0,0,1,34.781653000000006,58.0417,8.9177,3387,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,34.815847,50.0,8.791807,3285,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
0,0,0,34.03,55.0833,11.334457,3606,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0
0,0,1,30.476653000000002,75.7083,6.0841560999999995,3840,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336
0,0,1,31.638346999999996,54.0833,13.417285999999999,4590,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
0,0,1,31.775,40.2917,12.292021,4656,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
0,0,1,31.945846999999997,58.3333,11.958093,4390,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
0,0,1,34.371653,54.25,11.667246,3846,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,32.970847,46.5833,11.291979,4475,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
0,0,0,33.039153000000006,48.0833,11.042471,4302,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0
0,0,1,31.638346999999996,55.0833,10.500039,4266,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336
0,0,1,32.116653,49.125,13.79195,4845,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
0,0,1,29.998346999999995,65.75,9.084061,3574,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
0,0,1,29.11,75.75,13.20905,4576,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
0,0,1,29.144153000000003,63.0833,12.374632,4866,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146
0,0,0,29.383346999999997,75.5,15.29275,4294,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
0,0,0,30.4425,75.2917,13.499629,3785,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
0,0,1,31.365,59.2083,12.875725,4326,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336
0,0,1,31.775,57.0417,10.125107,4602,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
0,0,1,31.433346999999998,42.4167,13.417285999999999,4780,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
0,0,1,29.4175,42.375,11.041332,4792,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
0,0,1,29.041653000000004,41.5,8.416607,4905,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146
0,0,0,28.119153000000004,72.9583,14.167418,4150,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
0,0,0,27.743346999999996,81.75,14.916410999999998,3820,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
0,0,1,27.299153000000004,71.2083,13.999918,4338,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336
0,0,1,28.734153000000003,57.8333,15.834043,4725,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
0,0,1,29.656653000000002,57.5417,9.625689,4694,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
0,0,1,29.178347,65.4583,15.624935999999998,3805,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
0,0,1,28.085,72.2917,9.333636,4153,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146
0,0,0,28.5975,67.4167,6.999289,5191,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
0,0,0,29.144153000000003,77.0,16.666518,3873,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
0,0,1,28.358347,47.0,18.54225,4758,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336
0,0,1,26.274153000000002,45.5417,9.833121,5895,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
0,0,1,27.606653,60.5,16.958236,5130,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
0,0,1,28.050846999999997,77.1667,14.125810999999999,3542,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
0,0,1,28.7,76.125,5.6254875,4661,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146
0,0,0,27.88,85.0,25.166339,1115,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
0,0,0,28.989419,56.1765,20.412153,4334,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
0,0,1,26.103347,55.4583,10.708275,4634,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336
0,0,1,26.205847,54.8333,8.375536,5204,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
0,0,1,26.923346999999996,59.7917,5.5833311,5058,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
0,0,1,26.855,63.9167,9.500332,5115,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
0,0,1,26.376653000000005,72.7083,9.375243,4727,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146
0,0,0,27.435846999999995,71.6667,12.416775,4484,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
0,0,0,29.075846999999996,74.2083,13.833289,4940,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
0,1,0,27.606653,79.0417,14.250632000000001,3351,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336
0,0,1,22.14,88.6957,23.044181,2710,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
0,0,1,24.565847,91.7083,6.5003936,1996,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
0,0,1,25.990433,93.9565,12.914116,1842,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
0,0,1,26.65,89.7917,8.333393,3544,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146
0,0,0,27.06,75.375,10.291736,5345,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
0,0,0,26.786653,71.375,7.7086179999999995,5046,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
0,0,1,26.418267999999998,69.2174,5.957171,4713,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336
0,0,1,26.684153000000002,71.25,9.500867999999999,4763,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
0,0,1,27.606653,69.7083,11.2091,4785,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
0,0,1,23.6775,70.9167,18.166782,3659,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
0,0,1,19.235847,59.0417,11.000261,4760,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146
0,0,0,20.158347,71.8333,12.708225,4511,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
0,0,0,20.8075,69.5,11.958361,4274,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
0,0,1,22.515847,69.0,10.166714,4539,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336
0,0,1,23.028347,88.125,9.041917999999999,3641,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
0,0,1,24.395,90.0,6.4590814000000005,4352,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
0,0,1,25.761653,90.2083,8.584375,4795,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
0,0,1,24.975847,97.25,5.2505689,2395,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146
0,0,0,24.873347,86.25,5.251681099999999,5423,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
0,0,0,26.000847,84.5,3.3754063999999997,5010,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
0,0,1,26.615847,84.8333,7.4169,4630,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336
0,0,1,26.103347,88.5417,7.917457000000001,4120,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
0,0,1,26.035,84.875,9.958143,3907,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
0,0,1,25.283347,69.9167,11.583161,4839,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
0,0,1,23.130847,64.75,13.833825,5202,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146
0,0,0,16.81,75.375,19.583832,2429,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
0,0,0,14.623347,79.1667,14.874870999999999,2918,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0
0,0,1,15.750847,76.0833,5.584168599999999,3570,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336
0,0,1,19.850847,71.0,13.792218,4456,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
0,0,1,22.071653,64.7917,11.87575,4826,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
0,0,1,20.260847000000002,62.0833,9.041917999999999,4765,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
0,0,1,20.944153,68.4167,1.5002438999999999,4985,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146
0,0,0,21.388347,70.125,3.0420814,5409,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
0,0,0,22.174153,72.75,4.25115,5511,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
0,1,0,23.404153,73.375,2.8343814,5117,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336
0,0,1,23.233347,80.875,9.583814,4563,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
0,0,1,22.276653,90.625,16.62605,2416,0,0,1,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
0,0,1,24.155847,89.6667,9.499728999999999,2913,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
0,0,1,22.584153,71.625,15.000160999999999,3644,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146
0,0,0,20.773347,48.3333,17.291560999999998,5217,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
0,0,0,20.978347,48.6667,18.875039,5041,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
0,0,1,21.900847,57.9583,11.750392999999999,4570,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336
0,0,1,21.8325,70.1667,7.3758289999999995,4748,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
0,0,1,22.211299,89.5217,16.303713000000002,2424,0,0,1,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
0,0,1,19.509153,63.625,28.292425,4195,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
0,0,1,17.5275,57.4167,14.833532,4304,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146
0,0,0,17.3225,62.9167,6.2086689,4308,0,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
0,0,0,17.288347,74.125,6.6673375,4381,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
0,0,1,18.996653,77.2083,7.959064,4187,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336
0,0,1,19.338347,62.2917,11.166086,4687,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
0,0,1,19.850847,72.0417,9.959014,3894,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
0,0,1,19.27,81.2917,13.250121,2659,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
0,0,1,13.564153,58.5833,15.375093,3747,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146
0,0,0,10.420847,88.25,23.541857,627,0,0,1,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
0,0,0,13.085847,62.375,11.833339,3331,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
0,0,1,13.94,70.3333,7.12545,3669,0,0,1,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336
0,0,1,16.434153,68.375,9.083257000000001,4068,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.9749279121818236,-0.22252093395631434
0,0,1,15.4775,71.875,5.5001439,4186,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.43388373911755823,-0.900968867902419
0,0,1,16.741653,70.2083,9.166739,3974,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.433883739117558,-0.9009688679024191
0,0,1,16.536653,62.25,18.209193,4046,0,0,1,1,0,-0.866025403784439,0.4999999999999993,-0.9749279121818235,-0.2225209339563146
0,0,0,13.393347,51.9167,12.667154,3926,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.7818314824680299,0.6234898018587334
0,0,0,14.281653,73.4583,6.1676314,3649,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.0,1.0
0,0,1,16.195,75.875,3.834075,4035,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.7818314824680297,0.6234898018587336
0,0,1,16.741653,72.1667,4.6255125,4205,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.9749279121818236,-0.22252093395631434
0,0,1,16.4,75.8333,4.1671186,4109,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.43388373911755823,-0.900968867902419
0,0,1,15.58,81.3333,12.667489,2933,0,0,1,1,0,-0.866025403784439,0.4999999999999993,-0.433883739117558,-0.9009688679024191
0,1,0,13.290847,44.625,21.083225,3368,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.9749279121818235,-0.2225209339563146
0,0,0,14.623347,55.2917,14.208154,4067,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.7818314824680299,0.6234898018587334
0,0,0,18.074153,45.8333,18.875307,3717,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.0,1.0
0,0,1,21.73,58.7083,20.541932,4486,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.7818314824680297,0.6234898018587336
0,0,1,21.73,68.875,13.375410999999998,4195,0,0,1,1,0,-0.866025403784439,0.4999999999999993,0.9749279121818236,-0.22252093395631434
0,0,1,18.723347,93.0,9.167542999999998,1817,0,0,1,0,1,-0.866025403784439,0.4999999999999993,0.43388373911755823,-0.900968867902419
0,0,1,14.008347,57.5833,20.459254,3053,0,0,1,1,0,-0.866025403784439,0.4999999999999993,-0.433883739117558,-0.9009688679024191
0,0,1,11.240847,41.0,11.291711,3392,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.9749279121818235,-0.2225209339563146
0,0,0,13.495847,50.2083,15.041232,3663,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.7818314824680299,0.6234898018587334
0,0,0,18.996653,68.4583,12.45865,3520,0,0,1,1,0,-0.866025403784439,0.4999999999999993,0.0,1.0
0,0,1,18.3475,91.0,9.249618,2765,0,0,1,0,1,-0.866025403784439,0.4999999999999993,0.7818314824680297,0.6234898018587336
0,0,1,17.083347,96.25,7.959064,1607,0,0,1,0,1,-0.866025403784439,0.4999999999999993,0.9749279121818236,-0.22252093395631434
0,0,1,18.074153,75.7917,22.500275,2566,0,0,1,1,0,-0.866025403784439,0.4999999999999993,0.43388373911755823,-0.900968867902419
0,1,0,15.306653,54.9167,11.209368,1495,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.433883739117558,-0.9009688679024191
0,0,1,15.375,64.375,6.6260186,2792,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.9749279121818235,-0.2225209339563146
0,0,0,15.409153,68.1667,4.584193599999999,3068,0,0,1,0,0,-0.866025403784439,0.4999999999999993,-0.7818314824680299,0.6234898018587334
0,0,0,18.825847,69.8333,13.999918,3071,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.0,1.0
0,0,1,20.642598,74.3043,9.522174,3867,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.7818314824680297,0.6234898018587336
0,0,1,18.791653,83.0833,17.292164,2914,0,0,1,1,0,-0.866025403784439,0.4999999999999993,0.9749279121818236,-0.22252093395631434
0,0,1,13.325,61.3333,18.167586,3613,0,0,1,0,0,-0.866025403784439,0.4999999999999993,0.43388373911755823,-0.900968867902419
0,0,1,12.8125,52.4583,14.750585999999998,3727,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
0,0,1,12.880847,62.5833,6.750518,3940,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146
0,0,0,12.265847,61.2917,6.4174811,3614,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
0,0,0,13.564153,77.5833,5.6252061,3485,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
0,0,1,15.819153,82.7083,4.1679561000000005,3811,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336
0,0,1,18.9625,94.9583,15.583060999999999,2594,0,0,1,0,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
0,0,1,16.81,97.0417,17.833725,705,0,0,1,0,1,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
0,0,1,10.899153,58.0,16.083886,3322,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
0,0,1,11.924153,69.5833,5.5420189,3620,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146
0,0,0,11.275,50.75,15.625807,3190,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
0,0,0,9.054153,49.0,4.4582939,2743,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
0,0,1,9.771653,67.0833,4.25115,3310,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336
0,0,1,11.5825,59.0,9.41685,3523,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
0,0,1,13.0175,66.375,4.0842061,3740,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
0,0,1,17.3225,63.4167,17.958814,3709,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
0,0,1,15.375,50.0417,17.458525,3577,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146
0,0,0,10.591652999999999,56.0833,16.292189,2739,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
0,0,0,9.771653,58.625,11.375193,2431,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
0,0,1,11.343347,63.75,11.584032,3403,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336
0,0,1,15.819153,59.5417,4.1252436,3750,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
0,0,1,17.561653,85.8333,14.8338,2660,1,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
0,0,1,17.356653,75.75,3.167425,3068,1,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
0,0,1,15.306653,68.625,18.374482,2209,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146
0,0,0,12.4025,54.25,12.750368,1011,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
0,0,0,11.266103,68.1304,10.391097,754,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
0,1,0,13.191298999999999,50.6957,16.044155,1317,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336
0,0,1,13.325,76.25,12.62615,1162,1,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
0,0,1,12.264330000000001,50.3913,19.695387,2302,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
0,0,1,10.181653,57.4167,8.000604,2423,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
0,0,1,12.778347,63.6667,9.000579,2999,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146
0,0,0,16.81,61.5833,14.750318,2485,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
1,0,0,15.17,69.25,12.875189,2294,1,0,0,0,0,0.0,1.0,0.0,1.0
1,1,0,11.194763,38.1304,22.087555,1951,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
1,0,1,6.15,44.125,24.499957000000002,2236,1,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
1,0,1,4.4075,41.4583,12.3749,2368,1,0,0,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419
1,0,1,10.899153,52.4167,8.709128999999999,3272,1,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
1,0,1,13.700847,54.2083,11.249836,4098,1,0,0,0,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
1,0,0,16.126653,53.1667,11.708786,4521,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
1,0,0,13.8375,46.5,12.833314,3425,1,0,0,0,0,0.0,1.0,0.0,1.0
1,0,1,9.190847,70.1667,6.6263,2376,1,0,0,1,0,0.0,1.0,0.7818314824680297,0.6234898018587336
1,0,1,12.656536000000001,64.6522,12.565984,3598,1,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
1,0,1,11.240847,84.75,8.791807,2177,1,0,0,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419
1,0,1,15.6825,80.2917,12.124789,4097,1,0,0,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
1,0,1,11.240847,50.75,25.333236,3214,1,0,0,0,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
1,0,0,7.38,45.75,12.541261,2493,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
1,0,0,6.833347,41.9167,16.834286,2311,1,0,0,0,0,0.0,1.0,0.0,1.0
1,1,0,7.79,52.25,15.500986,2298,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
1,0,1,15.294763,71.6087,23.39171,2935,1,0,0,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
1,0,1,12.436653,44.3333,27.833743,3376,1,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419
1,0,1,7.79,49.75,14.750585999999998,3292,1,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
1,0,1,8.9175,45.0,13.58425,3163,1,0,0,1,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
1,0,0,7.106653,83.125,14.917014000000002,1301,1,0,0,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
1,0,0,6.6625,79.625,13.375746,1977,1,0,0,1,0,0.0,1.0,0.0,1.0
1,0,1,8.951653,91.125,7.417436,2432,1,0,0,1,0,0.0,1.0,0.7818314824680297,0.6234898018587336
1,0,1,14.0425,83.5833,8.292389,4339,1,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
1,0,1,12.060847,64.375,10.791757,4270,1,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419
1,0,1,14.008347,76.9583,4.917518599999999,4075,1,0,0,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
1,0,1,17.425,74.125,22.958689,3456,1,0,0,1,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
1,0,0,12.949152999999999,54.3333,14.125542999999999,4023,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
1,0,0,11.5825,31.125,16.08335,3243,1,0,0,0,0,0.0,1.0,0.0,1.0
1,0,1,11.035847,40.0833,14.458064000000002,3624,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
1,0,1,15.99,41.6667,17.541739,4509,1,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
1,0,1,19.235847,50.7917,12.667489,4579,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
1,0,1,16.365847,67.2917,12.541528999999999,3761,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
1,0,1,12.846653,52.6667,11.959232,4151,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146
1,0,0,10.830847,77.9583,8.167032,2832,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
1,0,0,10.899153,68.7917,11.791732000000001,2947,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
1,0,1,11.586969,62.2174,10.3046,3784,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
